location,coordinates,lat,lon
tokat almus,"['40.3750133', ' 36.9037319']",40.3750133,36.9037319
erzurum,"['39.90632', ' 41.2727715']",39.90632,41.2727715
adıyaman / merkez,"['37.7602985', ' 38.2772986']",37.7602985,38.2772986
pazarcık,"['42.1486841', ' 24.153187147015288']",42.1486841,24.153187147015288
osmaniye,"['37.0733588', ' 36.2507673']",37.0733588,36.2507673
GEREDE BOLU,"['40.7987548', ' 32.2009075']",40.7987548,32.2009075
honaz,"['37.752386', ' 29.2696961']",37.752386,29.2696961
AFYON,"['38.6852729', ' 30.6427411']",38.6852729,30.6427411
develi,"['38.3879285', ' 35.4900997']",38.3879285,35.4900997
Zonguldak/Devrek,"['41.2188823', ' 31.9558348']",41.2188823,31.9558348
ADAPAZARI,"['40.7755188', ' 30.4020898']",40.7755188,30.4020898
İstanbul-Bağcılar,"['41.034547', ' 28.8567558']",41.034547,28.8567558
Fethiye / Mugla,"['36.6221019', ' 29.1153234']",36.6221019,29.1153234
k.çekmece,"['36.206608', ' 36.1303301']",36.206608,36.1303301
ÇERMİK,"['40.3936239', ' 37.3302842']",40.3936239,37.3302842
Bucak/BURDUR,"['37.4567447', ' 30.5855392']",37.4567447,30.5855392
ortaca,"['40.775539', ' 32.4318687']",40.775539,32.4318687
Bakırkoy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
Bakırköy-İstanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
SEYHAN,"['36.989907', ' 35.3214211']",36.989907,35.3214211
Dicle,"['36.961667399999996', ' 42.45654123879075']",36.961667399999996,42.45654123879075
derik / mardin,"['37.3647781', ' 40.2691843']",37.3647781,40.2691843
gündoğmuş,"['36.814338', ' 31.9983333']",36.814338,31.9983333
sivas -gemerek,"['39.1831222', ' 36.0711044']",39.1831222,36.0711044
istanbul-kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
KDZ.EREĞLİ/ZONGULDAK,"['41.21509975', ' 31.41032012232061']",41.21509975,31.41032012232061
bitlis,"['38.4950867', ' 42.1678372']",38.4950867,42.1678372
SİİRT,"['37.8646916', ' 42.0510294']",37.8646916,42.0510294
Bursa / Osmangazi,"['40.182737', ' 29.0675481']",40.182737,29.0675481
ERBAA,"['40.6727614', ' 36.5714064']",40.6727614,36.5714064
BORNOVA,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
Yenice,"['40.430603', ' 34.8252381']",40.430603,34.8252381
YenimahalleANKARA,"['39.9661061', '32.8087786']",39.9661061,32.8087786
akkuş,"['40.7924952', ' 37.0177445']",40.7924952,37.0177445
tokat,"['40.38658275', ' 36.656546010111526']",40.38658275,36.656546010111526
Dörtyol/Hatay,"['36.8371017', ' 36.2274002']",36.8371017,36.2274002
Bulanık,"['40.5560616', ' 31.3147258']",40.5560616,31.3147258
Beşiri,"['37.9162455', ' 41.2927679']",37.9162455,41.2927679
K.MARAŞ,"['51.5266057', ' 7.4648214']",51.5266057,7.4648214
İstanbul/Sarıyer,"['41.1685803', ' 29.0572623']",41.1685803,29.0572623
kocasinan/ kayseri,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
Gemlik / Bursa,"['40.4301652', ' 29.1570698']",40.4301652,29.1570698
karadeniz ereğli,"['41.2795516', ' 31.4229672']",41.2795516,31.4229672
Balıkesir/Edremit,"['39.597846', ' 27.0181836']",39.597846,27.0181836
ELAZIĞ/MERKEZ,"['38.6747164', ' 39.2227135']",38.6747164,39.2227135
TRABZON/BEŞİKDÜZÜ,"['41.0527305', ' 39.2280377']",41.0527305,39.2280377
OSMANCIK,"['40.9780582', ' 34.8062245']",40.9780582,34.8062245
seyhan-adana,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
Siverek,"['37.7540905', ' 39.3177426']",37.7540905,39.3177426
Uzunköprü,"['41.2775715', ' 26.675132']",41.2775715,26.675132
kutahya,"['39.2522508', ' 29.4937732']",39.2522508,29.4937732
Büyükçekmece /İstanbul,"['41.021654', ' 28.579757']",41.021654,28.579757
GEREDE-BOLU,"['40.7987548', ' 32.2009075']",40.7987548,32.2009075
Kartal/ İstanbul,"['40.88858', ' 29.1856536']",40.88858,29.1856536
bakırköy istanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
ağrı patnos,"['39.2334202', ' 42.8612338']",39.2334202,42.8612338
Hafik,"['39.8545854', ' 37.3889604']",39.8545854,37.3889604
GÖLE/ARDAHAN,"['40.7930546', ' 42.6078403']",40.7930546,42.6078403
giresun,"['40.6531617', ' 38.5172032']",40.6531617,38.5172032
Silivri/İstanbul,"['41.0742476', ' 28.2481709']",41.0742476,28.2481709
Diyadin,"['39.5397685', ' 43.671203']",39.5397685,43.671203
Hazro/Diyarbakır,"['38.2538296', ' 40.7808527']",38.2538296,40.7808527
mamak,"['41.491967', ' 32.3639522']",41.491967,32.3639522
altindag,"['40.7933356', ' 30.8630526']",40.7933356,30.8630526
Kulu/Konya,"['39.0370572', ' 33.028629']",39.0370572,33.028629
Dicle/Diyarbakır,"['37.8422537', ' 40.6643454']",37.8422537,40.6643454
BURSA/İnegöl,"['40.0800359', ' 29.5096528']",40.0800359,29.5096528
ZONGULDAK,"['41.250324', ' 31.8389738']",41.250324,31.8389738
Fethiye/Muğla,"['36.6221019', ' 29.1153234']",36.6221019,29.1153234
Tarsus/Mersin,"['36.9164834', ' 34.895149']",36.9164834,34.895149
Ereğli/ZONGULDAK,"['41.2795516', ' 31.4229672']",41.2795516,31.4229672
İstanbul / Kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
gokcebey / zonguldak,"['41.3056431', ' 32.1429562']",41.3056431,32.1429562
altındağ,"['40.7933356', ' 30.8630526']",40.7933356,30.8630526
Akhisar/Manisa,"['38.9240528', ' 27.8401895']",38.9240528,27.8401895
Trabzon -Vakfıkebir,"['41.047236', ' 39.2761909']",41.047236,39.2761909
Üsküdar/ İstanbul,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
BOLU-MERKEZ,"['40.7332953', ' 31.6110479']",40.7332953,31.6110479
gemerek,"['39.1831222', ' 36.0711044']",39.1831222,36.0711044
İstanbul-Fatih,"['41.006381', ' 28.9758715']",41.006381,28.9758715
Bor,"['44.0778456', ' 22.0991779']",44.0778456,22.0991779
Kulu,"['40.1122353', ' 31.1734898']",40.1122353,31.1734898
kilis,"['36.7797231', ' 37.1416892']",36.7797231,37.1416892
Şişli-İstanbul,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
istanbul bakırköy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
GÖNEN,"['40.1044116', ' 27.6563981']",40.1044116,27.6563981
Kagithane,"['41.0812087', ' 28.9730151']",41.0812087,28.9730151
Karatay/Konya,"['37.8710438', ' 32.5030448']",37.8710438,32.5030448
Ceyhan,"['37.0288825', ' 35.8124428']",37.0288825,35.8124428
kadıköy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
karasu,"['41.2691987', ' 71.5892905']",41.2691987,71.5892905
Gebze/ KOCAELİ,"['40.8006696', ' 29.431767']",40.8006696,29.431767
Kocaeli/Gölcük,"['40.7169247', ' 29.819588']",40.7169247,29.819588
Buca,"['38.3880413', ' 27.1733777']",38.3880413,27.1733777
Torul,"['40.557658', ' 39.2926361']",40.557658,39.2926361
SİNOP,"['41.6476377', ' 34.9560137']",41.6476377,34.9560137
celikhan,"['38.0333091', ' 38.2423891']",38.0333091,38.2423891
yüreğir,"['39.1304752', ' 28.2898635']",39.1304752,28.2898635
SOMA,"['49.1296936', ' 21.1095429']",49.1296936,21.1095429
Istanbul Fatih,"['41.006381', ' 28.9758715']",41.006381,28.9758715
Fatsa/ordu,"['41.0308808', ' 37.500221']",41.0308808,37.500221
samsun bafra,"['41.5665954', ' 35.9024777']",41.5665954,35.9024777
KONYA/EREĞLİ,"['37.5140718', ' 34.0473423']",37.5140718,34.0473423
taşova,"['40.7603491', ' 36.321973']",40.7603491,36.321973
Karasu,"['41.2691987', ' 71.5892905']",41.2691987,71.5892905
Antakya/HATAY,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
düzköy merkez/düzce,"['40.9257398', ' 31.1506282']",40.9257398,31.1506282
SAMSUN/Bafra,"['41.5665954', ' 35.9024777']",41.5665954,35.9024777
YALOVA,"['40.5928976', ' 29.077611679403788']",40.5928976,29.077611679403788
Ordu/Ünye,"['41.1262405', ' 37.2853616']",41.1262405,37.2853616
FATİH,"['41.0298974', ' 28.6746475']",41.0298974,28.6746475
kadıköy/istanbul,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Nazilli/AYDIN,"['37.9097512', ' 28.3242062']",37.9097512,28.3242062
Bakırköy / İstanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
afyonkarahisar,"['38.6852729', ' 30.6427411']",38.6852729,30.6427411
Mecitözü,"['41.1868336', ' 36.2313974']",41.1868336,36.2313974
Gaziosmanpaşa / İstanbul,"['41.0578305', ' 28.9122452']",41.0578305,28.9122452
Havza/Samsun,"['40.9660605', ' 35.6653476']",40.9660605,35.6653476
Keçiören,"['39.977713', ' 32.8669801']",39.977713,32.8669801
CEYHAN,"['37.0288825', ' 35.8124428']",37.0288825,35.8124428
Afşin,"['38.2438548', ' 36.9152873']",38.2438548,36.9152873
Gaziosmanpaşa/İSTANBUL,"['41.0578305', ' 28.9122452']",41.0578305,28.9122452
Bahçelievler/İstanbul,"['40.9954814', ' 28.8633136']",40.9954814,28.8633136
osmangazi,"['37.1760475', ' 33.2399726']",37.1760475,33.2399726
Çorum/ Sungurlu,"['40.1652438', ' 34.3787827']",40.1652438,34.3787827
trabzon/arakli,"['40.9358214', ' 40.0580406']",40.9358214,40.0580406
GÜNGÖREN,"['41.0252832', ' 28.8726498']",41.0252832,28.8726498
sehitkamil/gaziantep,"['37.0727587', ' 37.3949769']",37.0727587,37.3949769
İzmit/KOCAELİ,"['40.7721138', ' 29.9505623']",40.7721138,29.9505623
şahinbey,"['41.0213485', ' 29.1930515']",41.0213485,29.1930515
Sivrihisar/ESKİŞEHİR,"['39.4510335', ' 31.5367967']",39.4510335,31.5367967
sincik,"['39.044319', ' 32.287899']",39.044319,32.287899
Osmangazi / BURSA,"['40.182737', ' 29.0675481']",40.182737,29.0675481
TEKİRDAĞ,"['40.9913019', ' 27.3676293']",40.9913019,27.3676293
Beypazarı/Ankara,"['40.1661927', ' 31.9207632']",40.1661927,31.9207632
Odunpazarı/Eskişehir,"['39.7743941', ' 30.519116']",39.7743941,30.519116
BANDIRMA,"['40.3554705', ' 27.9697603']",40.3554705,27.9697603
Seyhan / Adana,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
Niksar,"['40.5913282', ' 36.9434927']",40.5913282,36.9434927
Seydişehir,"['37.4193713', ' 31.8483332']",37.4193713,31.8483332
çarşamba,"['41.1982911', ' 36.7270196']",41.1982911,36.7270196
Midyat,"['37.4152662', ' 41.3733325']",37.4152662,41.3733325
Çarşamba/Samsun,"['41.1982911', ' 36.7270196']",41.1982911,36.7270196
Güneysınır,"['37.2980654', ' 32.7211413']",37.2980654,32.7211413
Güngören/İSTANBUL,"['41.0252832', ' 28.8726498']",41.0252832,28.8726498
turgutlu/ manisa,"['38.5000458', ' 27.7084176']",38.5000458,27.7084176
çorlu,"['41.1590875', ' 27.8041066']",41.1590875,27.8041066
konya/eregli,"['37.5140718', ' 34.0473423']",37.5140718,34.0473423
Kilis/Merkez,"['36.7165552', ' 37.1146069']",36.7165552,37.1146069
Bayrampaşa / İstanbul,"['41.0345549', ' 28.9118417']",41.0345549,28.9118417
KOCAELİ,"['40.8216536', ' 29.9507184']",40.8216536,29.9507184
Akçaabat/Trabzon,"['41.0216276', ' 39.5706735']",41.0216276,39.5706735
KOCAALİ,"['38.1450947', ' 39.7411837']",38.1450947,39.7411837
Ortaköy/Aksaray,"['38.736624', ' 34.0412195']",38.736624,34.0412195
ESKİŞEHİR,"['39.6821156', ' 31.0723476']",39.6821156,31.0723476
Bala/ Ankara,"['39.553364', ' 33.1237528']",39.553364,33.1237528
istanbul kücükcekmece,"['40.9918737', ' 28.7711956']",40.9918737,28.7711956
KADIKÖY/İSTANBUL,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
izmir-tire,"['38.086822', ' 27.7338358']",38.086822,27.7338358
Selçuklu,"['37.8768663', ' 32.4873945']",37.8768663,32.4873945
İZMİR/Bornova,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
BEYŞEHİR,"['37.6754536', ' 31.7269088']",37.6754536,31.7269088
İhsaniye,"['39.7769681', ' 30.5213045']",39.7769681,30.5213045
BİTLİS,"['38.4950867', ' 42.1678372']",38.4950867,42.1678372
Fatih Istanbul,"['41.006381', ' 28.9758715']",41.006381,28.9758715
Arhavi,"['41.3520702', ' 41.3093534']",41.3520702,41.3093534
sivas merkez,"['39.74698465', ' 37.039647876916774']",39.74698465,37.039647876916774
İstanbul-Küçükçekmece,"['40.9918737', ' 28.7711956']",40.9918737,28.7711956
Meriç / EDİRNE,"['41.6672138', ' 26.5087258']",41.6672138,26.5087258
Ceyhan/ADANA,"['37.0288825', ' 35.8124428']",37.0288825,35.8124428
mazgirt/TUNCELİ,"['39.0195456', ' 39.6059111']",39.0195456,39.6059111
bismil,"['37.8481232', ' 40.6634404']",37.8481232,40.6634404
KARŞIYAKA,"['38.503445150000005', ' 27.113455434284667']",38.503445150000005,27.113455434284667
KONAK / İZMİR,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
ÇORLU,"['41.1590875', ' 27.8041066']",41.1590875,27.8041066
Keçiören/Ankara,"['39.977713', ' 32.8669801']",39.977713,32.8669801
tekirdağ,"['40.9913019', ' 27.3676293']",40.9913019,27.3676293
Ardanuç/Artvin,"['41.1222881', ' 42.0681796']",41.1222881,42.0681796
hatay/antakya,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
bakirkoy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
Amasya/Taşova,"['40.7603491', ' 36.321973']",40.7603491,36.321973
üsküdar /istanbul,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
KANGAL,"['38.2209907', ' 37.507578']",38.2209907,37.507578
Bakırköy / istanbul,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
Doğanşehir,"['38.0934102', ' 37.8784394']",38.0934102,37.8784394
çorum,"['40.5698389', ' 34.7269292']",40.5698389,34.7269292
kütahya,"['39.2522508', ' 29.4937732']",39.2522508,29.4937732
mardin,"['37.3132581', ' 40.7354383']",37.3132581,40.7354383
Keçiören/ANKARA,"['39.977713', ' 32.8669801']",39.977713,32.8669801
şavşat,"['41.2524882', ' 42.3568859']",41.2524882,42.3568859
Göstepe/İSTANBUL,"['47.7981346', '13.0464806']",47.7981346,13.0464806
yalova,"['40.5928976', ' 29.077611679403788']",40.5928976,29.077611679403788
Hayrabolu,"['41.2146709', ' 27.1081765']",41.2146709,27.1081765
rize- çamlıhemşin,"['41.045571', ' 41.0056974']",41.045571,41.0056974
BURHANİYE BALIKESİR,"['39.503059', ' 26.9807755']",39.503059,26.9807755
Lalapaşa,"['41.8390388', ' 26.7361017']",41.8390388,26.7361017
Üsküdar/İSTANBUL,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
ADANA/Kozan,"['37.4477712', ' 35.8167812']",37.4477712,35.8167812
İstanbul/Gaziosmanpaşa,"['41.0578305', ' 28.9122452']",41.0578305,28.9122452
ZARA/SİVAS,"['39.8972011', ' 37.759073']",39.8972011,37.759073
NAZILLI / AYDIN,"['37.9097512', ' 28.3242062']",37.9097512,28.3242062
Fatih/ISTANBUL,"['41.006381', ' 28.9758715']",41.006381,28.9758715
GaziantepNizip,"['37.0628317', '37.3792617']",37.0628317,37.3792617
muş,"['38.9740786', ' 41.9590433']",38.9740786,41.9590433
Karabuk,"['41.1110349', ' 32.6193901']",41.1110349,32.6193901
Arapgir/MALATYA,"['39.0422423', ' 38.4898342']",39.0422423,38.4898342
Aşkale / Erzurum,"['39.9217247', ' 40.6943124']",39.9217247,40.6943124
İpsala/Edirne,"['40.9217064', ' 26.3839845']",40.9217064,26.3839845
Merkez/Aksaray,"['38.4001048', ' 33.4129236']",38.4001048,33.4129236
Serik/Antalya,"['36.9168682', ' 31.1047478']",36.9168682,31.1047478
DENIZLI,"['37.8275892', ' 29.2389539']",37.8275892,29.2389539
EDREMİT/BALIKESİR,"['39.597846', ' 27.0181836']",39.597846,27.0181836
SOMA/MANİSA,"['39.185172', ' 27.6088792']",39.185172,27.6088792
Altunhisar,"['37.9990127', ' 34.3715056']",37.9990127,34.3715056
İstanbul/ pendik,"['40.8801577', ' 29.231618']",40.8801577,29.231618
beykoz,"['41.1343001', ' 29.0920378']",41.1343001,29.0920378
Bulgaristan,"['42.6073975', ' 25.4856617']",42.6073975,25.4856617
silopi/şırnak,"['37.2491577', ' 42.4707504']",37.2491577,42.4707504
ağrı,"['39.52916', ' 43.3835645']",39.52916,43.3835645
Akşehir/Konya,"['38.3588503', ' 31.4201959']",38.3588503,31.4201959
Urla/izmir,"['38.3228184', ' 26.7672998']",38.3228184,26.7672998
Istanbul/Kartal,"['40.88858', ' 29.1856536']",40.88858,29.1856536
Istanbul-Kadikoy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Osmangazi/Bursa,"['40.182737', ' 29.0675481']",40.182737,29.0675481
ığdır,"['39.8945292', ' 43.9427459']",39.8945292,43.9427459
Diyarbakır-Kulp,"['38.5003825', ' 41.0120269']",38.5003825,41.0120269
RİZE,"['40.9569617', ' 40.884428']",40.9569617,40.884428
adıyaman/kahta,"['37.7860716', ' 38.6217178']",37.7860716,38.6217178
tunceli,"['39.1060641', ' 39.5482693']",39.1060641,39.5482693
van,"['38.3249599', ' 43.6589825']",38.3249599,43.6589825
samsun/çarşamba,"['41.1982911', ' 36.7270196']",41.1982911,36.7270196
Çarşıbaşı Trabzon,"['41.0825808', ' 39.3784858']",41.0825808,39.3784858
Reyhanlı/Hatay,"['36.2684483', ' 36.5672311']",36.2684483,36.5672311
eskil aksaray,"['38.4017027', ' 33.412823']",38.4017027,33.412823
Şahinbey / GAZİANTEP,"['37.0628317', ' 37.3792617']",37.0628317,37.3792617
Yomra,"['40.9592464', ' 39.8471246']",40.9592464,39.8471246
Şahinbey/Gaziantep,"['37.0628317', ' 37.3792617']",37.0628317,37.3792617
kahramanmaras,"['37.5812744', ' 36.927509']",37.5812744,36.927509
Bozova/şanliurfa,"['37.2497518', ' 38.6860715']",37.2497518,38.6860715
özalp,"['38.6575929', ' 43.9911448']",38.6575929,43.9911448
KONAK/İZMİR,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
Gaziantep / İslahiye,"['37.025109', ' 36.6331302']",37.025109,36.6331302
ÇİFTLİK,"['38.2938798', ' 26.2794014']",38.2938798,26.2794014
Osmangazi-Bursa,"['40.182737', ' 29.0675481']",40.182737,29.0675481
Tosya,"['41.0164957', ' 34.0386079']",41.0164957,34.0386079
TOKAT/ MERKEZ,"['40.3233534', ' 36.552162']",40.3233534,36.552162
hendek-sakarya,"['40.7955034', ' 30.7452727']",40.7955034,30.7452727
siverek/şanlıurfa,"['37.73635825', ' 39.33676302198202']",37.73635825,39.33676302198202
Karaisalı,"['36.8308063', ' 34.5808409']",36.8308063,34.5808409
kars,"['40.4558435', ' 42.9979531']",40.4558435,42.9979531
esenler,"['41.0376175', ' 28.8824519']",41.0376175,28.8824519
ISTANBUL/Kadikoy,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
kahta,"['37.7860716', ' 38.6217178']",37.7860716,38.6217178
sulusaray/TOKAT,"['39.9964268', ' 36.0827505']",39.9964268,36.0827505
Balıkesir / Burhanşye,"['39.5400798', '28.0228793']",39.5400798,28.0228793
Adana/Yüreğir,"['36.9894584', ' 35.3408834']",36.9894584,35.3408834
Bornova,"['38.4660651', ' 27.2190721']",38.4660651,27.2190721
Çine,"['35.000074', ' 104.999927']",35.000074,104.999927
ADANA /Kozan,"['37.4477712', ' 35.8167812']",37.4477712,35.8167812
hilvan,"['37.5861692', ' 38.9546875']",37.5861692,38.9546875
Keşan,"['40.8548793', ' 26.6303057']",40.8548793,26.6303057
Bismil,"['37.8481232', ' 40.6634404']",37.8481232,40.6634404
Şahinbey,"['41.0213485', ' 29.1930515']",41.0213485,29.1930515
istanbul/beykoz,"['41.1176978', ' 29.098210947911433']",41.1176978,29.098210947911433
sarıyer/istanbul,"['41.1685803', ' 29.0572623']",41.1685803,29.0572623
SİLVAN,"['38.1411514', ' 41.0056103']",38.1411514,41.0056103
Denizli merkez,"['37.7784563', ' 29.0656533']",37.7784563,29.0656533
Kadiköy/İstanbul,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
HANİ,"['38.4115674', ' 40.3951417']",38.4115674,40.3951417
ARALIK,"['41.3976315', ' 41.7399265']",41.3976315,41.7399265
YENİMAHALLE,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
Erbaa,"['40.6727614', ' 36.5714064']",40.6727614,36.5714064
istanbul/eyup,"['41.0478358', ' 28.9327383']",41.0478358,28.9327383
Konak - İzmir,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
Altındağ/ANKARA,"['39.9360124', ' 32.8424903']",39.9360124,32.8424903
konak izmir,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
Merkez/Elazığ,"['38.6747164', ' 39.2227135']",38.6747164,39.2227135
seyhan/ADANA,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
Anamur/MERSİN,"['36.080323', ' 32.8312106']",36.080323,32.8312106
Balıkesir- Bandırma,"['40.3554705', ' 27.9697603']",40.3554705,27.9697603
Adana/seyhan,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
marmaris,"['36.8522547', ' 28.2742661']",36.8522547,28.2742661
denizli tavas,"['37.5729263', ' 29.0712601']",37.5729263,29.0712601
Tire/Izmir,"['38.086822', ' 27.7338358']",38.086822,27.7338358
Sansun,"['36.034737', ' 14.2082154']",36.034737,14.2082154
Çıldır,"['38.7308581', ' 35.1856248']",38.7308581,35.1856248
Ankara yenimahalle,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
üsküdar/ISTANBUL,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Beypazarı / Ankara,"['40.1661927', ' 31.9207632']",40.1661927,31.9207632
BİLECİK,"['40.1435101', ' 29.9752911']",40.1435101,29.9752911
KARTAL,"['40.88858', ' 29.1856536']",40.88858,29.1856536
üsküdar/istanbul,"['41.0265498', ' 29.0151321']",41.0265498,29.0151321
Malazgirt,"['39.1461406', ' 42.5409459']",39.1461406,42.5409459
mustafa Kemalpaşa,"['41.8470068', ' 34.6400176']",41.8470068,34.6400176
Çorum merkez,"['40.5491496', ' 34.9602453']",40.5491496,34.9602453
TEKİRDAĞÇORLU,"['50.9014721', '11.0377839']",50.9014721,11.0377839
agri,"['39.7779175', ' 43.168437098021585']",39.7779175,43.168437098021585
ERZİNCAN,"['39.6073429', ' 39.2013209']",39.6073429,39.2013209
Diyarbakır/ Merkez,"['38.4118501', ' 40.3939976']",38.4118501,40.3939976
Hof/Almanya,"['50.3219015', ' 11.9178807']",50.3219015,11.9178807
Kartal-İstanbul,"['40.88858', ' 29.1856536']",40.88858,29.1856536
MİLAS,"['37.3169681', ' 27.7898502']",37.3169681,27.7898502
Erzincan/ İliç,"['39.4565909', ' 38.5647141']",39.4565909,38.5647141
kozan,"['37.4477712', ' 35.8167812']",37.4477712,35.8167812
ALMANYA,"['51.1638175', ' 10.4478313']",51.1638175,10.4478313
BAKIRKOY,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
elazığ-palu,"['38.6934846', ' 39.9288811']",38.6934846,39.9288811
Antakya/ Hatay,"['36.2025471', ' 36.1602908']",36.2025471,36.1602908
İstanbul-Şişli,"['41.0637891', ' 28.9831642']",41.0637891,28.9831642
İstanbul Bakırköy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
Bozüyük,"['39.9065377', ' 30.0505886']",39.9065377,30.0505886
Kocasinan/KAYSERİ,"['38.7395414', ' 35.4817131']",38.7395414,35.4817131
GEDIZ,"['38.993429', ' 29.3911585']",38.993429,29.3911585
körfez/kocaeli,"['40.760756', ' 29.7839402']",40.760756,29.7839402
MUŞ-MALAZGİRT,"['39.1461406', ' 42.5409459']",39.1461406,42.5409459
Taksim/İstanbul,"['41.0380506', ' 28.985549']",41.0380506,28.985549
Kazakistan TÜRK vatandaşıyım,"['48.1012954', '66.7780818']",48.1012954,66.7780818
ORDUÜNYE,"['58.215850200000006', '12.651820794914073']",58.215850200000006,12.651820794914073
turgutlu/MANİSA,"['38.5000458', ' 27.7084176']",38.5000458,27.7084176
Biga/çanakkale,"['40.2269793', ' 27.2428365']",40.2269793,27.2428365
Çorum/Türkiye,"['40.5698389', ' 34.7269292']",40.5698389,34.7269292
Konak IZMIR,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
tomarza,"['38.4476867', ' 35.8009143']",38.4476867,35.8009143
Çayeli,"['41.0878328', ' 40.7236973']",41.0878328,40.7236973
YENİCE/ÇANAKKALE,"['39.9297524', ' 27.2555358']",39.9297524,27.2555358
yozgat sarıkaya,"['39.4935902', ' 35.3755098']",39.4935902,35.3755098
kadıköy istanbul,"['40.9912355', ' 29.0245385']",40.9912355,29.0245385
Sungurlu,"['40.1652438', ' 34.3787827']",40.1652438,34.3787827
kirklareli,"['41.7078046', ' 27.6051334']",41.7078046,27.6051334
İstanbul/ Fatih,"['41.006381', ' 28.9758715']",41.006381,28.9758715
İZMİR-KARŞIYAKA,"['38.503445150000005', ' 27.113455434284667']",38.503445150000005,27.113455434284667
muş merkez,"['38.7322221', ' 41.4898925']",38.7322221,41.4898925
Osmangazi / Bursa,"['40.182737', ' 29.0675481']",40.182737,29.0675481
Istanbul-bakirkoy,"['40.9782585', ' 28.8744461']",40.9782585,28.8744461
sorgun,"['39.8098675', ' 35.1854305']",39.8098675,35.1854305
Yenimahalle ANKARA,"['39.9661061', ' 32.8087786']",39.9661061,32.8087786
ÇINAR,"['37.7236768', ' 40.4151087']",37.7236768,40.4151087
Mardin /Derik,"['37.3647781', ' 40.2691843']",37.3647781,40.2691843
İZMİR/ Konak,"['38.4237433', ' 27.1428019']",38.4237433,27.1428019
Sivrice/Elazığ,"['38.4474169', ' 39.3082646']",38.4474169,39.3082646
Bayrampaşa/İstanbul,"['41.0345549', ' 28.9118417']",41.0345549,28.9118417
ÜNYE,"['41.1262405', ' 37.2853616']",41.1262405,37.2853616
küçükçekmece/istanbul,"['40.9918737', ' 28.7711956']",40.9918737,28.7711956
KASTAMONU,"['41.3680217', ' 33.7619177']",41.3680217,33.7619177
osmangazi/BURSA,"['40.182737', ' 29.0675481']",40.182737,29.0675481
kabataş/ordu,"['40.7523911', ' 37.4499322']",40.7523911,37.4499322
SEYHAN/ADANA,"['36.9863599', ' 35.3252861']",36.9863599,35.3252861
elazig- kovancilar,"['38.7189254', ' 39.8659125']",38.7189254,39.8659125
GEREDE,"['40.7987548', ' 32.2009075']",40.7987548,32.2009075
gürpınar/ VAN,"['38.323265', ' 43.4079006']",38.323265,43.4079006
Ukrayna/Sevastopol,"['44.6054434', ' 33.5220842']",44.6054434,33.5220842
ÇARŞAMBA SAMSUN,"['41.1982911', ' 36.7270196']",41.1982911,36.7270196
GÜMÜŞHANE,"['40.2533219', ' 39.384968']",40.2533219,39.384968
Burdur/ Tefenni,"['37.3132492', ' 29.7759765']",37.3132492,29.7759765
Tokat/Zile,"['40.3005345', ' 35.8823475']",40.3005345,35.8823475
İstanbul beyoğlu,"['41.0284233', ' 28.9736808']",41.0284233,28.9736808
OF,"['40.947642', ' 40.2694068']",40.947642,40.2694068
